"","AA","AXP","BA","BAC","C","CAT","CVX","DD","DIS","GE","GM","HD","HPQ","IBM","INTC","JNJ","JPM","AIG","KO","MCD","MMM","MRK","MSFT","PFE","PG","T","UTX","VZ","WMT","XOM"
"1987-03-30",-0.024170360927813,-0.0440168854167744,-0.0270809586026708,-0.0106195688274602,-0.0310446216819601,-0.00526317004427468,-0.0209178986616807,-0.0345606750654674,-0.0271509890659507,-0.0198026272961797,-0.0134124298603879,-0.0190481949706944,-0.0181823190831905,0.0109202298544639,-0.0680534632450157,-0.0217992283425845,-0.0279738520424062,-0.0540672212702757,-0.0369435151916842,-0.0293850721597437,-0.0287872497944375,-0.0370009564149683,0.0363676441708749,-0.0171924005403729,-0.0308579883599054,-0.0100503358535013,-0.0215062052209634,-0.0250013022054172,-0.0296562095828881,-0.0268215311945632
"1987-03-31",-0.012307847674597,0.0198026272961798,0.0104032147608861,-0.0215835716671746,0.00896866998276036,0.0104987840982198,0.0145281005629097,0.00329128108407284,0.00229095174655569,-0.00803217169726433,0.0165423228693156,0.037740327982847,0.0114026320978116,-0.0149952151184887,0.0277795641070758,0.00823049913651563,0,0.00369686188132601,0.0343494800146376,0.00396825917562049,0.00349854584251341,0.0110254700117076,0,0.0114943794257351,0.0085106896679088,0.00754720563538291,0.0451603961188531,0.00158102799731874,0.0165841280155352,0.0154145634011869
"1987-04-01",0.00309119256967305,0,0.0115756919578893,-0.0183491386681964,-0.00896866998276036,0.00520834510713808,0.0299943558681917,0.014138354051211,0.00684153181671676,0,0.00778214044205505,0,0.00226500663085205,0.00691762677212182,0.0402738991379399,0.0162605208717803,0.00353982670512409,0,0,-0.00595830958363064,0,0.00873367996875452,-0.0741079721537219,0.0056980211146378,0.0112360732669259,-0.0100756519887415,-0.00520834510713808,-0.0175303294049969,-0.0132452267500205,0.0319876754933972
"1987-04-02",-0.00619197024792117,-0.0332256476283204,-0.0141663669819816,-0.0186921330121527,0.00896866998276036,-0.00260078170005729,0.0215392942469912,0.0181920479872781,0.0246926125903715,0.00803217169726433,-0.00155159069141897,0,-0.0205721540752082,-0.0208981176376164,-0.0132452267500206,-0.0108109161042156,0.0140353181163835,-0.00555043053064908,-0.0289875368732522,-0.00399202126953746,-0.00700937449257655,0.00217155351350806,0.0741079721537219,0.0112995552539333,-0.00279720462106137,-0.00253485560318811,-0.0131407935610586,0.00321027563024834,0,0.00185013928816136
"1987-04-03",0.0455313848079535,0.0315903242875897,0.00903815061506208,0.0692444121749839,0.00445435034938024,0.0332937280994636,0.0181000416436179,0.0343963037796349,0.0262597145835557,0.0392207131532812,0.0138784031720776,0,0.047359470038858,0.00988883212924696,0.0645385211375712,0.0108109161042156,0.01898245091229,0.014733231512984,0.0393235462039143,0.0468835858988506,0.0231760083479235,0.0341184478916925,0.0350913198112699,0.0167134809737406,0.0491902441907719,0.0126105075919296,0.0286851479988588,0.0330999484263448,0.0327898228229908,0.0128560081015341
"1987-04-06",0.0147278067102434,0.00652530863492262,-0.0142397228111357,-0.0213531244705691,0.0219789067187751,0.0125158079318304,0.00298507684345339,0.0202846711715057,0.0128757143600453,0.0152674721307885,0.0219622609979733,0.0183491386681965,-0.0110743102990936,-0.000820344590713784,-0.0125787822068601,0.013351333174864,0.00170794234515625,0.0163194918286012,0.00512821636691951,0.0076045993852194,0.0181616796743023,0.022798914964806,0,0.00550965581096963,-0.00534760632659537,0,0.00768249617201611,-0.0109120334509827,0.0128206884290614,0
"1987-04-07",-0.0326923616855423,-0.0163938097756766,-0.0118034157248843,-0.0329097340887978,-0.00435730536895562,0.00248447332766211,-0.0195642056463645,-0.0233631753985932,-0.0172047254496308,-0.0307716586667537,0.0089486055760144,0,-0.022523474667083,-0.0194744086996499,-0.0127390257774298,-0.00798939003347865,-0.0241807981972149,-0.0218190473946396,-0.0285363072649345,-0.028820438535492,-0.00112549252173455,-0.0354573118367294,-0.0714589639821448,-0.0335226920386436,-0.0189450862424492,-0.0151518050206023,-0.0128371467606807,-0.0302330106601936,-0.0258078839558726,-0.00732604009207294
"1987-04-08",0.00902261759963752,0,0.0144075838632722,0.0436432897319068,-0.0131870042819539,-0.020050797045561,0.00454890852636902,-0.0103306703878792,0.00216684808509027,0.00778214044205494,0.0242036017408864,0.0180185055026784,-0.0114548789747664,0.00500835771437247,0.0377403279828471,0,0.0138891121606672,-0.0036832454162965,0.0130720815673528,0.00389105549296653,0.0156427770704535,0.0189280098855189,0.0363676441708749,0.00566573753567734,0,-0.0153849188394795,-0.0261795055817711,0.00483482005458313,0,-0.00923367594694557
"1987-04-09",-0.0273158106469629,-0.0217218231468357,-0.00652318033912369,-0.0143371631464073,-0.013363227812167,-0.0413495598186957,-0.0291655361617251,-0.0156989095431039,-0.0240975515790605,-0.0195700961940973,-0.0116619397478432,0,-0.0209553651759882,-0.0223120179810161,0.0122700925918142,-0.0107527917762618,-0.0138891121606672,-0.0356845373747232,0,-0.0136854530852542,-0.00779080178776814,-0.00836824967051664,0,-0.0228581380760502,-0.0193109449130875,-0.0182534403093504,-0.0241622492790796,-0.024411301679681,-0.013158084577511,0.00370370793748442
"1987-04-10",0.0213097865867509,0.00505477066162396,0.00391901220073576,-0.0108893997992683,-0.00449438958783921,0,0.0246166276353561,-0.00634922767865875,-0.00221975673831287,0,0.032458673495273,-0.0180185055026784,0.00235017734495369,0.00721105987941906,0.0121213605323448,0.0107527917762618,-0.00877968765204562,-0.00383142231155609,0.00518135874199754,-0.0138753464936172,-0.019177124639739,0.00836824967051664,0,0.00576370471675003,-0.00558660670863986,-0.0185928330766159,0.00542006746933921,0,-0.00664454271866854,0.0164989993800351
"1987-04-13",0.0325954782494515,-0.00505477066162396,-0.0144454251877231,-0.0409740742103057,-0.0651393021709615,-0.0132804076678943,-0.010695289116748,-0.0345606750654674,-0.0293143876687754,-0.0444517625708337,-0.0207967337474297,0.0180185055026784,-0.0358461317731358,0.0180109580765393,-0.075035185942914,-0.016172859245601,-0.0469400248812706,-0.0411419433311753,-0.0208884879473554,-0.0324572101473817,-0.0288870461434376,-0.0189280098855189,-0.0363676441708749,-0.0350913198112701,-0.0341913647482792,-0.0327004613109345,-0.0163491380015295,-0.0216494716968534,-0.0134230203321408,-0.0072993024816117
"1987-04-14",-0.0176475168135781,-0.0361174252279954,-0.00930239266231325,-0.0587252860127824,-0.0442332549768256,-0.00805373480709681,-0.0217399866364059,-0.0177388243373815,-0.00919546709310026,-0.0166670524852117,-0.0160704700326093,-0.0550597771830275,0.0024301348532918,0.00331537808861171,-0.0130720815673528,-0.0387860250351566,-0.0300210162548578,-0.034591444769619,-0.057003218681726,-0.0145381584460271,-0.0189354770022034,-0.00852883634752044,0,-0.0180185055026784,-0.0384094481148713,-0.025246782734784,-0.0138314791484619,-0.0118544995345484,-0.0239327662116282,-0.00919969689842337
"1987-04-15",0.0176475168135781,0.00174978172378748,0.0039973404326199,0.0738199122352674,0.0100000833345832,0.00805373480709681,0.0109290705321903,0.0351684594726653,0.016036998909817,0.0491902441907718,0.036867203780039,0.0186921330121526,0.00725517088117189,0.0184469260409159,0.0130720815673528,0.00843886864586452,0.00947874395454362,0,0.0383608678724463,0.0145381584460271,0.00357782134788387,-0.0151027681857567,0.0363676441708749,-0.0370412716803489,0.0238106486937186,0.014104606181542,-0.0112045990128631,0.00848181505590917,0.0205486682273877,0.00736651581676262
"1987-04-16",0.0144720326085344,0.0034904049397686,-0.0039973404326199,0,0.00496278934212913,0.00533334597536239,-0.0125001627642316,0.0224248585398987,0.0180185055026783,-0.0242926925690446,0.00848061619842033,0.0183491386681965,0.0238106486937184,-0.00611124330172741,0.0382212128201978,0,0.00376648279547709,0.0325894420989461,-0.0108109161042156,0.0122952368570375,-0.0155971968136681,-0.0175443096509094,0.0350913198112699,0.0309622256039668,-0.00294551022975664,0.0221615718028525,-0.0028208763416413,0.0134230203321406,0.0234516610350499,-0.00921665510492398
"1987-04-20",0.0394417320512968,0,-0.0229584695559082,-0.015094626222485,-0.0200006667066696,-0.0106952891167478,0.00157109223204133,-0.0116836167084862,-0.0112234623698495,-0.00823049913651541,-0.0113235463292543,-0.0183491386681965,0.00936775000360024,0,-0.0253178079842899,-0.00561799230422322,-0.00376648279547709,0.0218046299668526,0.00811912443850415,-0.0081800047119307,-0.00484849434662138,-0.00665929208997684,-0.0350913198112699,-0.0184620628397353,-0.00295421189743172,0.00546449447207875,-0.011363758650315,0.0181673039554491,0,-0.0111733005981254
"1987-04-21",0.0218587938124992,-0.00174367960482669,0.0202846711715059,0.0225573474240746,0.0249389483472521,0.0395308387566351,0.0354701794483077,0.0158985860677983,0.0201124097870955,0.0365152129750974,0.0383991329345359,-0.0186921330121526,0.0388620330920471,0.0455350227568538,0.0500104205746613,0.0305155439259506,0.014981553615617,0.0174931574475172,0.0344404899802917,0.0283419780022749,0.0393141754646722,0.0176605031519503,0,0.0425596144187958,0.0405852801150783,0.00543479598595686,0.00285306898240623,0.0178431335675839,0.0325761704346128,0.0258794479878208
"1987-04-22",-0.00814115758370004,-0.0265267543334287,-0.0175561565183018,-0.0263668758407422,-0.0148886124937506,-0.0182534403093504,-0.0307716586667535,-0.0255604969795353,-0.015607897665991,-0.020121403199421,-0.0200629351459312,0,-0.0458796057506936,-0.0173300910642094,-0.0122700925918142,-0.0137553750684853,-0.0263668758407423,-0.0453279564409612,-0.0507451990052354,-0.00199800266267314,-0.0200596696745357,-0.0198901584792195,0.0350913198112699,-0.0363676441708747,-0.0288204385354918,-0.00543479598595686,-0.0201445660924673,-0.0410229793465773,-0.0358929230606069,-0.0258794479878208
"1987-04-23",-0.0220394595662914,-0.0162605208717803,-0.0109590137897195,-0.0076628727455692,0.0099503308531681,-0.0105821093305369,-0.0157483569681394,0.0010781672203457,0.00671895024874503,-0.00407332538763572,0.00557492733091669,0,-0.0165684263472325,0,0.0243914531241591,0.0082759093038598,0.0170297398448023,-0.0183118036423375,-0.00549451931764078,0.0099503308531681,0.00712592088996722,0.00222965532726915,0,0.0122700925918142,0.00291971010333469,0,0.00290275965796138,0.0133113446382394,0.00331675262599407,0.0130234398862867
"1987-04-24",-0.0140254753545044,-0.0109891215755953,-0.0152674721307884,-0.00385356931599001,-0.0352681388374579,-0.0106952891167478,-0.0192313619278874,-0.0108343421657104,-0.0340555044124953,-0.00408998525152526,-0.0182333242028401,-0.0190481949706944,-0.0192777054259032,-0.0164233613308289,-0.0121213605323448,-0.0110498361865852,-0.00187793482419996,-0.0207476321942488,-0.0279347773315539,-0.0321959398004878,-0.00831852687509027,-0.0270896926466642,0,-0.0246926125903714,-0.0176475168135781,-0.0164838897216892,-0.0175443096509094,-0.0166670524852117,-0.0302544083578022,-0.02432299514022
"1987-04-27",0.00843886864586452,-0.0129751588631333,-0.0443246250714573,-0.0116506172199752,-0.0155041865359653,-0.0217399866364059,-0.0048661896511728,-0.0142624469205641,-0.0116145324206931,-0.00823049913651541,0.00423729447551491,-0.0194180858571017,0.0311402407357231,0.0164233613308289,0.0240975515790605,0.00277392688272537,-0.00376648279547709,0.0410735352082876,0.00564973254211898,-0.0123458358222992,0.00831852687509027,-0.0115076068514799,0,0.0185763855729353,-0.0149479614358734,-0.00555556984460215,-0.00591717702808858,0.0248975516217271,0.0101868453069929,-0.0114286958236229
"1987-04-28",0.0221615718028525,0.00186393343806257,-0.0311829274366879,-0.0197245053477787,0.0358094526967109,0,0.0177281032935805,-0.0268773177637467,0.0344465744633389,0.00412371718386206,-0.00423729447551491,0.0194180858571017,0.0347659578432136,0.00633665486635948,0.0235304974101941,0.00552487593196971,0.00376648279547709,-0.0327227559908676,-0.0113315660095501,0.0143887374520997,-0.0263804266801038,0.00231213975837963,0.0666913744986724,0.0182375875497809,-0.0182375875497809,0.00555556984460215,0.00591717702808858,-0.00988475923254195,-0.00677968698537867,-0.0135006872189025
"1987-04-29",-0.0165749650942126,0.0184507079131164,-0.0060514556833553,0,-0.0101010959865039,0.0324352757531536,0.00953902304675891,0.00113443007061198,0.0134531176971187,-0.00412371718386206,0.0126583968719234,0.0190481949706944,0.00227531383713564,0.0214810056191159,0,-0.00552487593196971,0.0149256502166757,0.0041493835468116,-0.00571430126343841,0.0202027073175193,0.0108762401441389,-0.00695251931488183,-0.032789822822991,0.0119761910467157,-0.00307219903696998,0,0.0233246725664089,0,0,0.00580834159574684
"1987-04-30",0.0110804457765719,0.0234879813072137,0.0060514556833553,0.0275066457898336,0.0201011793210871,0.0184458457907517,0.0188093319574962,0.03344793406754,0.0022246950221112,0.0123204843880407,0.0296062931928307,0.0186921330121526,-0.013730192811902,0.00923083477553055,0.011560822401076,-0.00277392688272537,0.0147061473896954,0.0245411089161176,0.0254610641982731,0.0178399181283311,0.0190481949706944,0.0115608224010759,0,0.0118344576470029,0.0122325684356344,0.0273241042745542,0.00860837453660013,0.0245310747497813,0.0202027073175195,0.0191210414467786
"1987-05-01",0,-0.00537154380191085,0.0164551207264445,-0.00778214044205494,-0.0100000833345832,0.00780238028418467,-0.0299470763679521,-0.0132452267500205,-0.00668898815079677,-0.0123204843880407,0.01815175888418,-0.037740327982847,0.013730192811902,0.00343971292708467,-0.011560822401076,-0.0111733005981252,0.00545952220489876,-0.0183491386681964,-0.0169018108026033,0.0233020252028442,-0.0154489109410476,0,0,-0.0178046246335066,-0.0184054275427155,0.0107239633629757,0.00853490244983734,0.00161420535454115,-0.0202027073175195,-0.0095148196413386
"1987-05-04",0.0217992283425845,-0.00359712618084962,-0.00297177038915741,0.0231670592815344,-0.0254466656611643,0.00516797015844261,0.0127187724077746,-0.00333890126551495,0,0.0123204843880407,-0.00400534580867484,0.0190481949706944,0.031322471129041,0.0143941879196134,0,0.00839165763624838,0.0108304307743696,0.00410678195265324,0.00848661387731875,-0.0135267762982019,0.0166274614604918,0.0114286958236229,0.032789822822991,0.00597016698650377,0.0061728591070811,0.00796816964917668,0.00846267391873368,0.00803217169726422,-0.0068259650703999,0.00761908447643922
"1987-05-05",0.0107239633629757,0.0231533049747168,0,0.0189041546391526,0.010256500167189,0.0354467489957475,0.0203290816384256,0.0404205761700465,0.0330062964681701,0.0241947285870567,0.00533690392818764,0.0186921330121526,0.0577700720644132,0.0237841014307398,0.0229895182246988,0.0328796741191564,0.0318048008700664,0.0242926925690445,0.0305155439259506,0.0211749971364588,0.0335874073237692,0.0444517625708336,0.0923733201310153,0.0059347355198146,0.0303053494953289,0.0131407935610586,0.0194721034128202,0.00637960696403894,0.0270286723879194,0.0299087713925732
"1987-05-06",0.0366533176480355,-0.0141846349919563,0.00297177038915741,-0.0304205967007118,-0.0363676441708748,0.0461807450633605,0.0244660521544064,0.00852883634752066,0.00431966114451643,0.00397614837963944,0,0.0183491386681965,-0.0316816359801151,-0.00110233338371701,-0.0229895182246988,-0.0135687292060689,-0.0017406444777841,-0.012072581234269,-0.0361652764680696,0.0300210162548578,-0.0114548789747664,-0.021978906718775,-0.0298529631496813,0,-0.0120121564480036,0.00260756340708079,-0.00275862243907965,-0.0144117786613032,-0.0100503358535016,-0.00554018037561521
"1987-05-07",0.0153064212826757,-0.0162019745762805,0.0132647486584831,0.0153259704782268,-0.016000341346441,0.0418665793927899,0.0135035810346735,0.0220481372217627,-0.0064865092296067,-0.0119761910467155,-0.00266489165037687,0,0.00428266179200065,-0.00442152525787742,-0.0235304974101941,-0.0109891215755953,-0.00699303549097041,-0.0204506104712909,-0.0200292818755725,-0.0111525319504751,-0.0150902457235897,0.00443459706786564,0.0298529631496813,-0.0179109265665303,0.0414260416542969,-0.00522194398115183,0,-0.00809721023261933,0,-0.0093023926623137
"1987-05-08",0,-0.00911583340800948,0.0145351396191131,0.00757579380845763,-0.0162605208717804,0.0291827667570599,-0.00298507684345339,-0.00207900282783324,-0.00871465210244393,-0.0161946859199806,-0.00535118333785922,0.0180185055026784,0.0148465081169946,-0.00704097776330048,0,-0.00554018037561543,0.00699303549097041,-0.0251059211310765,0.00576370471675003,-0.0303628637301179,-0.00822083314485722,-0.00221484032955277,0.0845573880280629,-0.00604231445596271,0.0508584172334909,-0.00524935588614373,-0.0223472986919966,-0.011447385840351,0.00671143458798684,-0.00187090793581168
"1987-05-11",-0.0178804252778486,-0.0129034048359078,-0.0218827112495077,0.00376648279547698,-0.0333364202675918,0,-0.0105185041912201,0.00932166252713573,-0.00879126541117059,-0.0123204843880407,0,0.0521857531705701,-0.0255877499484072,-0.00447261274851218,-0.0119761910467157,-0.0139862419747399,-0.0034904049397686,-0.0279287755250102,-0.00576370471675003,-0.00968061771072359,-0.0130565653024277,-0.0111483874826144,-0.0273989741881145,-0.0183491386681964,-0.0138698478641504,-0.0132452267500205,0.0168071183163812,-0.00825768523898152,-0.0100841190666261,0.0203899557030494
"1987-05-12",0.0128042722459878,0.011070223754247,0.0014738396183005,-0.00376648279547698,-0.0170944333593002,-0.008888947417246,-0.00151171608532197,0.00719058054535449,0.00660068403135194,0.0123204843880407,0.00267917106004845,-0.0344861760711693,0.029789436802107,0.0144634451582339,-0.0243914531241591,0.00561799230422322,-0.014084739881739,0.00217627942259546,-0.0145562977742075,-0.00781253973679363,0.0236138481083046,0.01557317346297,-0.0571584138399484,0.0122700925918142,0.00557104504945527,0.00796816964917668,0.0110498361865852,0.0115417604401713,0.0299523222833513,0.0181823190831902
"1987-05-13",0,-0.00367647472930877,0.00587373201209407,0.0149815536156169,-0.0115608224010759,-0.0134833503372871,0,-0.00822204015201677,-0.00439561147303813,0.00407332538763572,-0.00603826054708234,0.0173917427118692,0.0289276369061795,0.00514139950041903,0.0243914531241591,-0.00280505092760852,-0.0233194423451444,0.0257524961024147,0,0,0.00581735206591283,-0.00442478598035567,0.028987536873252,0,-0.00557104504945527,-0.00264900817157687,0.00547946576462555,-0.00493016610785846,-0.00328407520119001,0.00180018050414787
"1987-05-14",-0.00254777207879875,-0.00369004108745385,-0.00734757163039457,-0.0263668758407422,0.0172914971100609,-0.0228842938335878,-0.00151400483121522,-0.0103735370073279,-0.0200229158751077,0.0121213605323449,-0.0108255455049227,0,0.0141559492301324,-0.00661523911871953,0,-0.005633817718256,0.00362319236942032,0.0126317469059007,-0.0029368596733097,-0.00392927813988941,-0.0140189211793307,-0.00221975673831287,0.0281708769666964,-0.00611622701743608,-0.0112360732669259,-0.00531916147759981,-0.00823049913651563,0.00656816811209704,-0.00329489589685261,-0.00180018050414787
"1987-05-15",-0.010256500167189,-0.0434440365869986,-0.01485911440375,-0.0310102367425603,-0.0231224174208542,0,-0.0323353806429363,-0.0285582601978467,-0.015855371789794,-0.0285151703080213,-0.010256500167189,-0.0173917427118692,-0.0264511860871699,-0.0276653157830262,-0.0121213605323448,-0.0286552557603761,-0.0127390257774298,-0.0211424365738093,-0.0178046246335066,-0.0158733491562904,-0.0214039086631534,-0.0179377006866674,-0.0281708769666964,-0.0375043954584542,-0.0142249909313472,-0.0215641779158406,-0.033616610798985,-0.00986850114075399,-0.0404095383378764,-0.0329700192375697
"1987-05-18",-0.00516797015844261,-0.03937516523483,-0.0196529379013937,0.00392927813988952,-0.0117648415795863,-0.00464037955650221,0.00624026986008452,-0.00214822853828966,-0.00917437627604123,-0.0124741742251757,-0.00551345297410899,0,0.0224270357874443,0.0022718676943172,-0.0122700925918142,-0.00583092031079313,-0.0110498361865847,0.0127390257774298,0,-0.0100503358535013,0.00479617226349305,-0.0068104690025268,-0.0588405000229333,-0.0128206884290614,-0.0115275051710675,-0.00820798041782944,0.00568183346743112,0.00165152803847302,0.0170361871525677,0.0147877001543795
"1987-05-19",-0.0104167608582557,0.0119761910467155,-0.00612559342668262,-0.040005334613699,0.0233928795747055,-0.0187798946515962,-0.036425246198482,-0.0305700660846782,-0.0186051878310345,-0.0168780377873518,-0.0230698801749658,0,-0.0244910200082957,-0.0268318128155052,-0.0637158143861078,-0.0236697440859048,-0.0224728558520586,-0.00634922767865875,-0.006006024060212,-0.0142423567155432,-0.0035949709178591,-0.0091533819864873,-0.0307716586667537,-0.0261452801043223,-0.011661939747843,-0.0335226920386438,0.00564973254211898,-0.0183185805236847,-0.0273989741881144,-0.016651633592442
"1987-05-20",-0.0238421889627596,0.0427249446663414,-0.0139213385186081,-0.0206192872027359,-0.0174931574475172,-0.0386521544342793,0.0223294763980886,-0.0122700925918142,-0.0141846349919563,0.00847462699097223,-0.0149628726767124,-0.0176995770994007,-0.0062176366108706,-0.00077730279856203,0.0130720815673528,0.0207414843068163,-0.0327266935025572,-0.0345606750654672,-0.0121213605323447,-0.0165293019512105,0.0202027073175195,0.0091533819864873,0,-0.0066445427186686,0.0029282597790885,-0.0171924005403727,-0.0199153097009415,-0.0203742191951373,-0.0210534091978323,0.00372439909098232
"1987-05-21",-0.0189450862424492,0.0318081071962255,0,0.0124225199985573,0.0174931574475172,0.00491401480242915,0.00314960890289617,0,0.0165293019512103,0.00421053253634351,-0.00937619562855518,0.0176995770994007,0.0062176366108706,0.00426770773833063,0,0.0029282597790885,0.036507416342463,0.0195871332753048,-0.00611622701743619,0.0144780191806533,-0.00589972212718859,0.0113251493570536,0,0.0132452267500207,-0.0176995770994011,-0.00289435802636451,0,-0.0103449198423928,0.0348467313301681,0
"1987-05-22",-0.0165293019512107,0.00367647472930877,0.0108444130141288,0.00819676720417861,0.0396652563924315,0.00488998529419171,-0.00314960890289617,0.00559598550412099,0.00233918235317243,0,0.0136741965142306,0,0.0102775827582402,-0.00426770773833063,-0.0397403286495141,0.00873367996875452,0.014981553615617,0.00430108189939071,0.0272331504583589,0.0303359966091392,0.00472255895417373,0.0156427770704535,-0.0317486983145803,0.00655740054615905,0.0176995770994011,0.0257524961024147,0.0311199087138045,0.0239737508979987,0.0136056520557786,-0.00559181326577796
"1987-05-26",0.0110498361865852,0.0553218660326471,0.00920251893116197,0.0281708769666962,0.0219789067187752,0.0264756739840279,0.0140957698003934,0.0404647878724136,0.0389510865844434,0.0531822654603091,0.0064125620525064,0.0344861760711693,0.0202436062766469,0.02533724791975,0.0653827592628518,0.0200867585667373,0.0329097340887978,0.0563235399170441,0.0466556916407992,0.025566780972007,0.0186703206205321,-0.00221975673831287,0.0317486983145803,0.0321571116345314,0.0457222493380951,0.052281506510041,0.00832182333749221,0.0201011793210872,0.0200675630508094,0.0111525319504751
